id,polygon,income,household_size,vehicles,number_of_workers
263,"POLYGON ((-9235957.368586112 4856435.836558687, -9235977.368586112 4856455.836558687, -9235997.368586112 4856435.836558687, -9235957.368586112 4856435.836558687, -9235997.368586112 4856435.836558687, -9235997.368586112 4856405.836558687, -9235982.368586112 4856405.836558687, -9235982.368586112 4856420.836558687, -9235972.368586112 4856420.836558687, -9235972.368586112 4856405.836558687, -9235982.368586112 4856405.836558687, -9235957.368586112 4856405.836558687, -9235957.368586112 4856435.836558687))",83000,2,0,1
264,"POLYGON ((-9235966.557574421 4856243.746587914, -9235986.557574421 4856263.746587914, -9236006.557574421 4856243.746587914, -9235966.557574421 4856243.746587914, -9236006.557574421 4856243.746587914, -9236006.557574421 4856213.746587914, -9235991.557574421 4856213.746587914, -9235991.557574421 4856228.746587914, -9235981.557574421 4856228.746587914, -9235981.557574421 4856213.746587914, -9235991.557574421 4856213.746587914, -9235966.557574421 4856213.746587914, -9235966.557574421 4856243.746587914))",20000,3,0,1
265,"POLYGON ((-9235644.526941182 4857474.882557775, -9235664.526941182 4857494.882557775, -9235684.526941182 4857474.882557775, -9235644.526941182 4857474.882557775, -9235684.526941182 4857474.882557775, -9235684.526941182 4857444.882557775, -9235669.526941182 4857444.882557775, -9235669.526941182 4857459.882557775, -9235659.526941182 4857459.882557775, -9235659.526941182 4857444.882557775, -9235669.526941182 4857444.882557775, -9235644.526941182 4857444.882557775, -9235644.526941182 4857474.882557775))",27000,3,0,1
266,"POLYGON ((-9235652.691530872 4857535.103017469, -9235672.691530872 4857555.103017469, -9235692.691530872 4857535.103017469, -9235652.691530872 4857535.103017469, -9235692.691530872 4857535.103017469, -9235692.691530872 4857505.103017469, -9235677.691530872 4857505.103017469, -9235677.691530872 4857520.103017469, -9235667.691530872 4857520.103017469, -9235667.691530872 4857505.103017469, -9235677.691530872 4857505.103017469, -9235652.691530872 4857505.103017469, -9235652.691530872 4857535.103017469))",24000,3,2,2
267,"POLYGON ((-9235616.58177245 4857681.165420141, -9235636.58177245 4857701.165420141, -9235656.58177245 4857681.165420141, -9235616.58177245 4857681.165420141, -9235656.58177245 4857681.165420141, -9235656.58177245 4857651.165420141, -9235641.58177245 4857651.165420141, -9235641.58177245 4857666.165420141, -9235631.58177245 4857666.165420141, -9235631.58177245 4857651.165420141, -9235641.58177245 4857651.165420141, -9235616.58177245 4857651.165420141, -9235616.58177245 4857681.165420141))",26000,3,1,1
268,"POLYGON ((-9235558.648496382 4857626.436974435, -9235578.648496382 4857646.436974435, -9235598.648496382 4857626.436974435, -9235558.648496382 4857626.436974435, -9235598.648496382 4857626.436974435, -9235598.648496382 4857596.436974435, -9235583.648496382 4857596.436974435, -9235583.648496382 4857611.436974435, -9235573.648496382 4857611.436974435, -9235573.648496382 4857596.436974435, -9235583.648496382 4857596.436974435, -9235558.648496382 4857596.436974435, -9235558.648496382 4857626.436974435))",15000,2,1,0
269,"POLYGON ((-9235634.419632006 4857179.609408038, -9235654.419632006 4857199.609408038, -9235674.419632006 4857179.609408038, -9235634.419632006 4857179.609408038, -9235674.419632006 4857179.609408038, -9235674.419632006 4857149.609408038, -9235659.419632006 4857149.609408038, -9235659.419632006 4857164.609408038, -9235649.419632006 4857164.609408038, -9235649.419632006 4857149.609408038, -9235659.419632006 4857149.609408038, -9235634.419632006 4857149.609408038, -9235634.419632006 4857179.609408038))",54000,4,0,1
270,"POLYGON ((-9235580.105973888 4857187.935139002, -9235600.105973888 4857207.935139002, -9235620.105973888 4857187.935139002, -9235580.105973888 4857187.935139002, -9235620.105973888 4857187.935139002, -9235620.105973888 4857157.935139002, -9235605.105973888 4857157.935139002, -9235605.105973888 4857172.935139002, -9235595.105973888 4857172.935139002, -9235595.105973888 4857157.935139002, -9235605.105973888 4857157.935139002, -9235580.105973888 4857157.935139002, -9235580.105973888 4857187.935139002))",164000,4,0,2
271,"POLYGON ((-9235615.205592778 4857020.370559319, -9235635.205592778 4857040.370559319, -9235655.205592778 4857020.370559319, -9235615.205592778 4857020.370559319, -9235655.205592778 4857020.370559319, -9235655.205592778 4856990.370559319, -9235640.205592778 4856990.370559319, -9235640.205592778 4857005.370559319, -9235630.205592778 4857005.370559319, -9235630.205592778 4856990.370559319, -9235640.205592778 4856990.370559319, -9235615.205592778 4856990.370559319, -9235615.205592778 4857020.370559319))",63000,4,1,0
272,"POLYGON ((-9235691.790397288 4856425.049908689, -9235711.790397288 4856445.049908689, -9235731.790397288 4856425.049908689, -9235691.790397288 4856425.049908689, -9235731.790397288 4856425.049908689, -9235731.790397288 4856395.049908689, -9235716.790397288 4856395.049908689, -9235716.790397288 4856410.049908689, -9235706.790397288 4856410.049908689, -9235706.790397288 4856395.049908689, -9235716.790397288 4856395.049908689, -9235691.790397288 4856395.049908689, -9235691.790397288 4856425.049908689))",39000,1,1,1
273,"POLYGON ((-9235663.741238704 4856377.645987269, -9235683.741238704 4856397.645987269, -9235703.741238704 4856377.645987269, -9235663.741238704 4856377.645987269, -9235703.741238704 4856377.645987269, -9235703.741238704 4856347.645987269, -9235688.741238704 4856347.645987269, -9235688.741238704 4856362.645987269, -9235678.741238704 4856362.645987269, -9235678.741238704 4856347.645987269, -9235688.741238704 4856347.645987269, -9235663.741238704 4856347.645987269, -9235663.741238704 4856377.645987269))",41000,1,1,1
274,"POLYGON ((-9235702.172607092 4856523.933035662, -9235722.172607092 4856543.933035662, -9235742.172607092 4856523.933035662, -9235702.172607092 4856523.933035662, -9235742.172607092 4856523.933035662, -9235742.172607092 4856493.933035662, -9235727.172607092 4856493.933035662, -9235727.172607092 4856508.933035662, -9235717.172607092 4856508.933035662, -9235717.172607092 4856493.933035662, -9235727.172607092 4856493.933035662, -9235702.172607092 4856493.933035662, -9235702.172607092 4856523.933035662))",24000,4,0,2
275,"POLYGON ((-9236029.226862194 4857646.7853655275, -9236049.226862194 4857666.7853655275, -9236069.226862194 4857646.7853655275, -9236029.226862194 4857646.7853655275, -9236069.226862194 4857646.7853655275, -9236069.226862194 4857616.7853655275, -9236054.226862194 4857616.7853655275, -9236054.226862194 4857631.7853655275, -9236044.226862194 4857631.7853655275, -9236044.226862194 4857616.7853655275, -9236054.226862194 4857616.7853655275, -9236029.226862194 4857616.7853655275, -9236029.226862194 4857646.7853655275))",26000,4,1,3
276,"POLYGON ((-9236126.066861043 4856449.385233232, -9236146.066861043 4856469.385233232, -9236166.066861043 4856449.385233232, -9236126.066861043 4856449.385233232, -9236166.066861043 4856449.385233232, -9236166.066861043 4856419.385233232, -9236151.066861043 4856419.385233232, -9236151.066861043 4856434.385233232, -9236141.066861043 4856434.385233232, -9236141.066861043 4856419.385233232, -9236151.066861043 4856419.385233232, -9236126.066861043 4856419.385233232, -9236126.066861043 4856449.385233232))",78000,4,1,2
277,"POLYGON ((-9236043.174092853 4857804.168401136, -9236063.174092853 4857824.168401136, -9236083.174092853 4857804.168401136, -9236043.174092853 4857804.168401136, -9236083.174092853 4857804.168401136, -9236083.174092853 4857774.168401136, -9236068.174092853 4857774.168401136, -9236068.174092853 4857789.168401136, -9236058.174092853 4857789.168401136, -9236058.174092853 4857774.168401136, -9236068.174092853 4857774.168401136, -9236043.174092853 4857774.168401136, -9236043.174092853 4857804.168401136))",24000,3,1,1
278,"POLYGON ((-9236107.013353115 4857871.6070341915, -9236127.013353115 4857891.6070341915, -9236147.013353115 4857871.6070341915, -9236107.013353115 4857871.6070341915, -9236147.013353115 4857871.6070341915, -9236147.013353115 4857841.6070341915, -9236132.013353115 4857841.6070341915, -9236132.013353115 4857856.6070341915, -9236122.013353115 4857856.6070341915, -9236122.013353115 4857841.6070341915, -9236132.013353115 4857841.6070341915, -9236107.013353115 4857841.6070341915, -9236107.013353115 4857871.6070341915))",77000,1,1,1
279,"POLYGON ((-9236077.4953214 4857306.409708255, -9236097.4953214 4857326.409708255, -9236117.4953214 4857306.409708255, -9236077.4953214 4857306.409708255, -9236117.4953214 4857306.409708255, -9236117.4953214 4857276.409708255, -9236102.4953214 4857276.409708255, -9236102.4953214 4857291.409708255, -9236092.4953214 4857291.409708255, -9236092.4953214 4857276.409708255, -9236102.4953214 4857276.409708255, -9236077.4953214 4857276.409708255, -9236077.4953214 4857306.409708255))",29000,2,2,2
280,"POLYGON ((-9236183.139055949 4856451.006516943, -9236203.139055949 4856471.006516943, -9236223.139055949 4856451.006516943, -9236183.139055949 4856451.006516943, -9236223.139055949 4856451.006516943, -9236223.139055949 4856421.006516943, -9236208.139055949 4856421.006516943, -9236208.139055949 4856436.006516943, -9236198.139055949 4856436.006516943, -9236198.139055949 4856421.006516943, -9236208.139055949 4856421.006516943, -9236183.139055949 4856421.006516943, -9236183.139055949 4856451.006516943))",67000,1,2,1
281,"POLYGON ((-9235720.280611863 4857308.160157963, -9235740.280611863 4857328.160157963, -9235760.280611863 4857308.160157963, -9235720.280611863 4857308.160157963, -9235760.280611863 4857308.160157963, -9235760.280611863 4857278.160157963, -9235745.280611863 4857278.160157963, -9235745.280611863 4857293.160157963, -9235735.280611863 4857293.160157963, -9235735.280611863 4857278.160157963, -9235745.280611863 4857278.160157963, -9235720.280611863 4857278.160157963, -9235720.280611863 4857308.160157963))",45000,4,1,1
282,"POLYGON ((-9235801.680599777 4857497.928853734, -9235821.680599777 4857517.928853734, -9235841.680599777 4857497.928853734, -9235801.680599777 4857497.928853734, -9235841.680599777 4857497.928853734, -9235841.680599777 4857467.928853734, -9235826.680599777 4857467.928853734, -9235826.680599777 4857482.928853734, -9235816.680599777 4857482.928853734, -9235816.680599777 4857467.928853734, -9235826.680599777 4857467.928853734, -9235801.680599777 4857467.928853734, -9235801.680599777 4857497.928853734))",97000,4,1,1
283,"POLYGON ((-9235453.752693914 4857324.02627126, -9235473.752693914 4857344.02627126, -9235493.752693914 4857324.02627126, -9235453.752693914 4857324.02627126, -9235493.752693914 4857324.02627126, -9235493.752693914 4857294.02627126, -9235478.752693914 4857294.02627126, -9235478.752693914 4857309.02627126, -9235468.752693914 4857309.02627126, -9235468.752693914 4857294.02627126, -9235478.752693914 4857294.02627126, -9235453.752693914 4857294.02627126, -9235453.752693914 4857324.02627126))",26000,3,1,1
284,"POLYGON ((-9235628.28503363 4857740.042111831, -9235648.28503363 4857760.042111831, -9235668.28503363 4857740.042111831, -9235628.28503363 4857740.042111831, -9235668.28503363 4857740.042111831, -9235668.28503363 4857710.042111831, -9235653.28503363 4857710.042111831, -9235653.28503363 4857725.042111831, -9235643.28503363 4857725.042111831, -9235643.28503363 4857710.042111831, -9235653.28503363 4857710.042111831, -9235628.28503363 4857710.042111831, -9235628.28503363 4857740.042111831))",122000,1,1,1
285,"POLYGON ((-9235877.321202185 4857582.288758525, -9235897.321202185 4857602.288758525, -9235917.321202185 4857582.288758525, -9235877.321202185 4857582.288758525, -9235917.321202185 4857582.288758525, -9235917.321202185 4857552.288758525, -9235902.321202185 4857552.288758525, -9235902.321202185 4857567.288758525, -9235892.321202185 4857567.288758525, -9235892.321202185 4857552.288758525, -9235902.321202185 4857552.288758525, -9235877.321202185 4857552.288758525, -9235877.321202185 4857582.288758525))",166000,3,2,2
286,"POLYGON ((-9235778.57380855 4857750.197226364, -9235798.57380855 4857770.197226364, -9235818.57380855 4857750.197226364, -9235778.57380855 4857750.197226364, -9235818.57380855 4857750.197226364, -9235818.57380855 4857720.197226364, -9235803.57380855 4857720.197226364, -9235803.57380855 4857735.197226364, -9235793.57380855 4857735.197226364, -9235793.57380855 4857720.197226364, -9235803.57380855 4857720.197226364, -9235778.57380855 4857720.197226364, -9235778.57380855 4857750.197226364))",167000,2,2,2
287,"POLYGON ((-9236215.916820351 4857471.405706326, -9236235.916820351 4857491.405706326, -9236255.916820351 4857471.405706326, -9236215.916820351 4857471.405706326, -9236255.916820351 4857471.405706326, -9236255.916820351 4857441.405706326, -9236240.916820351 4857441.405706326, -9236240.916820351 4857456.405706326, -9236230.916820351 4857456.405706326, -9236230.916820351 4857441.405706326, -9236240.916820351 4857441.405706326, -9236215.916820351 4857441.405706326, -9236215.916820351 4857471.405706326))",87000,3,1,1
288,"POLYGON ((-9235517.77046375 4857122.797544441, -9235537.77046375 4857142.797544441, -9235557.77046375 4857122.797544441, -9235517.77046375 4857122.797544441, -9235557.77046375 4857122.797544441, -9235557.77046375 4857092.797544441, -9235542.77046375 4857092.797544441, -9235542.77046375 4857107.797544441, -9235532.77046375 4857107.797544441, -9235532.77046375 4857092.797544441, -9235542.77046375 4857092.797544441, -9235517.77046375 4857092.797544441, -9235517.77046375 4857122.797544441))",17000,2,1,1
289,"POLYGON ((-9235980.931505505 4857367.9585236395, -9236000.931505505 4857387.9585236395, -9236020.931505505 4857367.9585236395, -9235980.931505505 4857367.9585236395, -9236020.931505505 4857367.9585236395, -9236020.931505505 4857337.9585236395, -9236005.931505505 4857337.9585236395, -9236005.931505505 4857352.9585236395, -9235995.931505505 4857352.9585236395, -9235995.931505505 4857337.9585236395, -9236005.931505505 4857337.9585236395, -9235980.931505505 4857337.9585236395, -9235980.931505505 4857367.9585236395))",27000,2,2,1
290,"POLYGON ((-9236536.485138886 4857203.148562231, -9236556.485138886 4857223.148562231, -9236576.485138886 4857203.148562231, -9236536.485138886 4857203.148562231, -9236576.485138886 4857203.148562231, -9236576.485138886 4857173.148562231, -9236561.485138886 4857173.148562231, -9236561.485138886 4857188.148562231, -9236551.485138886 4857188.148562231, -9236551.485138886 4857173.148562231, -9236561.485138886 4857173.148562231, -9236536.485138886 4857173.148562231, -9236536.485138886 4857203.148562231))",57000,1,2,0
291,"POLYGON ((-9235988.2661267 4857162.461820474, -9236008.2661267 4857182.461820474, -9236028.2661267 4857162.461820474, -9235988.2661267 4857162.461820474, -9236028.2661267 4857162.461820474, -9236028.2661267 4857132.461820474, -9236013.2661267 4857132.461820474, -9236013.2661267 4857147.461820474, -9236003.2661267 4857147.461820474, -9236003.2661267 4857132.461820474, -9236013.2661267 4857132.461820474, -9235988.2661267 4857132.461820474, -9235988.2661267 4857162.461820474))",42000,2,2,1
292,"POLYGON ((-9236342.229343621 4857413.477868632, -9236362.229343621 4857433.477868632, -9236382.229343621 4857413.477868632, -9236342.229343621 4857413.477868632, -9236382.229343621 4857413.477868632, -9236382.229343621 4857383.477868632, -9236367.229343621 4857383.477868632, -9236367.229343621 4857398.477868632, -9236357.229343621 4857398.477868632, -9236357.229343621 4857383.477868632, -9236367.229343621 4857383.477868632, -9236342.229343621 4857383.477868632, -9236342.229343621 4857413.477868632))",68000,2,3,1
